date_of_stop,time_of_stop,agency,subagency,description,location,latitude,longitude,accident,belts,personal_injury,property_damage,fatal,commercial_license,hazmat,commercial_vehicle,alcohol,work_zone,state,vehicletype,year,make,model,color,violation_type,charge,article,contributed_to_accident,race,gender,driver_city,driver_state,dl_state,arrest_type,geolocation
2012-10-13,17:42:00,MCP,"3rd district, Silver Spring",POSSESSING SUSPENDED LIC.,12060 CHERRY HILL ROAD,39.0552790166667,-76.9553391166667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,PONTIAC,GRAND AM,RED,Citation,16-301(j),Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0552790166667, -76.9553391166667)"
2015-02-24,08:22:00,MCP,"3rd district, Silver Spring",UNSAFE BACKING OF MOTOR VEH.,10009 RENFREW ROAD,39.0197683333333,-77.0240283333333,false,false,false,false,false,false,false,false,false,false,MD,05 - Light Duty Truck,2007,LINCOLN,MARK LT,CREAM,Citation,21-1102(a),Transportation Article,false,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0197683333333, -77.0240283333333)"
2012-05-24,00:12:00,MCP,"1st district, Rockville",DRIVING WHILE IMPAIRED BY ALCOHOL,OLD GEORGETOWN RD / HUNTINGTON PKWY,38.9933613166667,-77.1084641666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2000,SUBARU,OUTBACK,WHITE,Citation,21-902(b1),Transportation Article,false,WHITE,M,BETHESDA,MD,MD,Q - Marked Laser,"(38.9933613166667, -77.1084641666667)"
2012-09-23,22:02:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,MUNCASTER MILL RD AT IVY OAK RD,39.15684195,-77.1584252666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,MITSUBISHI,GALANT,RED,Citation,13-411(d),Transportation Article,false,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.15684195, -77.1584252666667)"
2014-03-31,21:59:00,MCP,"3rd district, Silver Spring",VIOLATING PROVISIONAL LIC. RESTRICTION,FLOWER AVE AT ARLISS ST,,,false,false,false,false,false,false,false,false,false,false,FL,02 - Automobile,2001,FORD,FOCUS,GOLD,Citation,16-113(i),Transportation Article,false,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,
2012-12-09,02:19:00,MCP,"1st district, Rockville",DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT,R355/MONTROSE RD,39.05078645,-77.1153751,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2005,WV,JETTA,GRAY,Citation,16-113(h),Transportation Article,false,WHITE,M,DARNESTOWN,MD,MD,A - Marked Patrol,"(39.05078645, -77.1153751)"
2013-04-25,14:35:00,MCP,"1st district, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,9300 BLK OLD GEORGETOWN RD,39.0081,-77.1127783333333,false,false,false,false,false,false,false,false,false,false,MD,28 - Other,2013,HYUNDA,TUCSON,RED,Citation,16-116(a),Transportation Article,false,WHITE,M,BETHESDA,MD,CA,A - Marked Patrol,"(39.0081, -77.1127783333333)"
2014-03-17,15:25:00,MCP,"1st district, Rockville",DRIVING VEH. ON HWY. WITH UNPAID REGISTRATION FEE,KEY WEST AT SHADY GROVE,39.1040683333333,-77.1926933333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,JEEP,SUV,BLACK,Citation,13-401(d),Transportation Article,false,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.1040683333333, -77.1926933333333)"
2012-07-26,09:24:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,CASHELL / MUSIC GROVE,39.1303875333333,-77.0825689166667,false,true,false,false,false,false,false,false,false,false,MD,02 - Automobile,1999,HONDA,2S,BLACK,Citation,21-801.1,Transportation Article,false,OTHER,M,OLNEY,MD,MD,Q - Marked Laser,"(39.1303875333333, -77.0825689166667)"
2015-10-20,11:00:00,MCP,"5th district, Germantown","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106,",RIDGE ROAD AND KINGS VALLEY,39.2539316666667,-77.2276,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2005,GMC,YUKON,BLACK,Citation,16-303(h),Transportation Article,false,WHITE,M,DAMASCUS,MD,MD,A - Marked Patrol,"(39.2539316666667, -77.2276)"
2014-06-18,11:17:00,MCP,"1st district, Rockville",DRIVER FAIL TO MAKE REQUIRED STOP AT  SIGN,BELLS MILL RD AND GAINSBOROUGH RD,39.0308166666667,-77.1736366666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2012,FIAT,500,RED,Citation,21-202(m),Transportation Article,false,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0308166666667, -77.1736366666667)"
2012-05-26,12:58:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,ROCKVILLE PIKE / MARINELLI RD,39.0468988333333,-77.1128734833333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1999,NISS,4S,TAN,Citation,22-412.3(b),Transportation Article,false,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0468988333333, -77.1128734833333)"
2013-05-04,09:26:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,MUNCASTER MILL ROAD / LAYTONIA DRIVE,39.1537189166667,-77.1537621,false,false,false,true,false,false,false,false,false,false,MD,02 - Automobile,1997,HOND,4S,BEIGE,Citation,21-801(a),Transportation Article,true,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1537189166667, -77.1537621)"
2014-10-04,12:17:00,MCP,"1st district, Rockville","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",DARNESTOWN RD @ SHADY GROVE RD,39.0919066666667,-77.1977266666667,false,false,false,false,false,false,false,false,false,false,VA,02 - Automobile,1999,HONDA,CIVIC,GREEN,Citation,16-303(h),Transportation Article,false,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.0919066666667, -77.1977266666667)"
2012-09-06,10:43:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,ROCKVILLE PIKE AT ROLLINS AVENUE,39.05762695,-77.1214522666667,false,false,false,false,false,false,false,false,false,false,MD,08 - Recreational Vehicle,1998,FORD,EXPEDITION,BLACK,Citation,13-401(h),Transportation Article,false,HISPANIC,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.05762695, -77.1214522666667)"
2013-04-22,08:40:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,RTE 108 AND DR. BIRD RD,39.1336355833333,-77.0308533833333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2003,LEXUS,GS300,BLACK,Citation,21-309(d),Transportation Article,false,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,"(39.1336355833333, -77.0308533833333)"
2013-12-16,22:26:00,MCP,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,WISCONSIN AVE AND CHASE AVE,38.98998,-77.0949166666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2011,MAZDA,2,SILVER,Citation,16-303(c),Transportation Article,false,BLACK,M,TEMPLE HILLS,MD,MD,A - Marked Patrol,"(38.98998, -77.0949166666667)"
2015-09-18,20:54:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,MUDDY BRANCH RD AT THE 270 OVERPASS,39.1338966666667,-77.203865,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2012,TOYOTA,CAMRY,PURPLE,Citation,21-310(a),Transportation Article,false,NATIVE AMERICAN,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1338966666667, -77.203865)"
2013-06-29,19:38:00,MCP,"5th district, Germantown",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,ENTRANCE RAMP S270 AT DEMOCRACY BLVD,39.0198933333333,-77.144555,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2007,BMW,4S,TAN,Citation,13-411(a),Transportation Article,false,OTHER,M,BETHESDA,MD,MD,A - Marked Patrol,"(39.0198933333333, -77.144555)"
2014-09-13,14:04:00,MCP,"2nd district, Bethesda",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,WESTBARD AVENUE @ MASSACHUSETTS AVENUE,38.95847,-77.1094866666667,false,true,false,true,false,false,false,false,false,false,VA,02 - Automobile,1998,CHEVROLET,CAVALIER,GOLD,Citation,13-703(g),Transportation Article,false,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.95847, -77.1094866666667)"
2012-11-02,10:34:00,MCP,"4th district, Wheaton",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,GEORGIA AVE/ HEATHFIELD,39.087488,-77.0802112166667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1996,OLDS,4S,WHITE,Citation,13-703(g),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.087488, -77.0802112166667)"
2012-09-03,00:45:00,MCP,"4th district, Wheaton",IMPROPER USE OF VEH. FOG LAMP,LAYHILL RD & BRIGGS RD,,,false,false,false,false,false,false,false,false,false,false,MD,05 - Light Duty Truck,2001,FORD,TK EXPLPORER,WHITE,Citation,22-217(b),Transportation Article,false,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,
2014-07-27,18:07:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,326 SOUTHAMPTON DR,39.00545,-76.981935,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1996,HONDA,CIV,SILVER,Citation,13-401(h),Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(39.00545, -76.981935)"
2013-05-28,00:13:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,PINEY BRANCH RD/CARROLL AVE,,,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2000,TOYOTA,COROLLA,TAN,Citation,16-112(c),Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
2014-05-27,09:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,QUINCE ORCHARD,39.1441816666667,-77.2204866666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2009,MITS,4S,RED,Citation,13-401(b1),Transportation Article,false,HISPANIC,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,"(39.1441816666667, -77.2204866666667)"
2013-04-21,05:25:00,MCP,"4th district, Wheaton",STANDING VEH. W/I 30 FT OF  YIELD SIGN TRAFFIC CONTROL SIGNAL),GEORGIA AVE AND DENNIS,39.05838985,-77.0479946,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1996,FORD,EXPLORER,GREEN,Citation,21-1003(o),Transportation Article,false,WHITE,F,HYATTSVILL,MD,MD,B - Unmarked Patrol,"(39.05838985, -77.0479946)"
2013-09-12,09:44:00,MCP,"2nd district, Bethesda",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,N/B ROCKVILLE PIKE @ MARINELLI RD,39.0551775666667,-77.1170414833333,false,false,false,false,false,false,false,false,false,false,VA,02 - Automobile,1994,DODGE,PICK UP,BLACK,Citation,13-401(b),Transportation Article,false,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0551775666667, -77.1170414833333)"
2013-08-06,18:04:00,MCP,"4th district, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,108/OLD BALTIMORE RD,39.14670495,-77.0513033666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,HOND,ACCORD 4S,SILVER,Citation,21-1124.2(d2),Transportation Article,false,BLACK,M,SANDY SPRING,MD,MD,A - Marked Patrol,"(39.14670495, -77.0513033666667)"
2013-07-13,10:40:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 92 MPH IN A POSTED 55 MPH ZONE,29 SOUTH/ BLACKBURN,,,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2007,PONT,4S,BLACK,Citation,21-801.1,Transportation Article,false,HISPANIC,F,BOWIE,MD,MD,Q - Marked Laser,
2014-09-07,09:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,355/PROFFESSIONAL,,,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2013,AUDI,4S,BLACK,Citation,16-101(a),Transportation Article,false,BLACK,M,BEAUFORT,SC,SC,A - Marked Patrol,
2012-09-27,14:22:00,MCP,"1st district, Rockville",FAIL TO DISPLAY REG. CARD ON DEMAND,SELFRIDGE RD AT GRIDLEY RD,39.0569388,-77.0847383166667,false,false,false,false,false,false,false,false,false,false,MD,03 - Station Wagon,2001,TOYOTA,SIENNA,"GREEN, DK",Citation,13-409(b),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0569388, -77.0847383166667)"
2013-10-10,18:34:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,SB COLUMBIA PIKE AT GREENCASTLE ROAD,39.096875,-76.9375183333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2009,TOYOT,PRIUS,BLACK,Citation,21-801(b),Transportation Article,true,WHITE,M,ELKRIDGE,MD,MD,A - Marked Patrol,"(39.096875, -76.9375183333333)"
2013-02-28,16:26:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,DEMOCRACY BLVD @ I270,39.0215724666667,-77.144043,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2004,HONDA,PILOT,GRAY,Citation,21-202(h1),Transportation Article,false,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0215724666667, -77.144043)"
2013-03-26,21:49:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,MIDDLEBROOK RD./  GERMANTOWN RD.,39.17825105,-77.2668130666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2004,CADI,CEVILLE,TAN,Citation,13-401(h),Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.17825105, -77.2668130666667)"
2015-01-23,02:12:00,MCP,"3rd district, Silver Spring",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,NB 270 / SHADY GORVE RD,39.1845433333333,-77.2628466666667,false,false,false,false,false,false,false,false,false,false,DC,02 - Automobile,2013,CHRYSLER,200,WHITE,Citation,21-310(a),Transportation Article,false,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.1845433333333, -77.2628466666667)"
2013-03-08,11:47:00,MCP,"5th district, Germantown","DRIVING, ATTEMPTING TO DRIVE) MOTOR VEHICLE WITH ALCOHOL IN BLOOD IN VIOLATION OF RESTRICTION",SB I270 @ FATHER HURLEY BLVD,,,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,FORD,MUSTANG,BLACK,Citation,16-113(j),Transportation Article,false,WHITE,M,BOWIE,MD,MD,A - Marked Patrol,
2013-05-22,00:54:00,MCP,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,PIPING ROCK DRIVE/SOUTHVIEW AVE,,,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2010,TOYOTA,TACOMA,GRAY,Citation,21-902(b1),Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
2013-07-24,10:35:00,MCP,"1st district, Rockville",KNOWINGLY DRIVING UNINSURED VEHICLE,MD355/TWINBROOK PWY,,,false,false,false,false,false,false,false,false,false,false,XX,02 - Automobile,1999,LEXUS,ES300,WHITE,Citation,17-107,Transportation Article,false,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,
2015-11-21,10:53:00,MCP,"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,SLIGO CREEK PKWY/ WAYNE AVE,38.9975083333333,-77.00953,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,TOYT,COROLLA,RED,Citation,21-1124.2(d2),Transportation Article,false,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9975083333333, -77.00953)"
2014-06-01,09:23:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,CONNECTICUT AVE/JONES BRIDGE RD,39.000225,-77.0787833333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2004,PONTIAC,GRAND PRIX,BLACK,Citation,21-201(a1),Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.000225, -77.0787833333333)"
2013-07-31,13:42:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,SB I270 @ MUDDY BRANCH RD,39.12608455,-77.2016991166667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2008,NISSAN,SENTRA,BLACK,Citation,21-801.1,Transportation Article,false,WHITE,F,WALKERSVILLE,MD,MD,A - Marked Patrol,"(39.12608455, -77.2016991166667)"
2013-05-15,08:09:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,PLYERS MILL RD & METROPOLITAN AVE,39.0295581666667,-77.0751317333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2011,CHEVY,EQUINOX,BLACK,Citation,22-412.3(b),Transportation Article,false,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0295581666667, -77.0751317333333)"
2014-02-02,10:44:00,MCP,"2nd district, Bethesda",FAILURE TO STOP AT STOP SIGN,SECURITY LA/WOODGLEN DR,39.0425016666667,-77.1132666666667,false,false,false,false,false,false,false,false,false,false,MD,09 - Farm Vehicle,2013,MERZ,GLK350,BLACK,Citation,21-707(a),Transportation Article,false,ASIAN,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0425016666667, -77.1132666666667)"
2014-06-27,19:50:00,MCP,"1st district, Rockville",DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,VEIRS MILL RD @ EDMONSTON DR,39.0786116666667,-77.131215,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2011,TOYOTA,CAMRY,SILVER,Citation,16-101(a),Transportation Article,false,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0786116666667, -77.131215)"
2015-06-09,00:13:00,MCP,"4th district, Wheaton",ATTEMPT BY DRIVER TO ELUDE UNIFORMED POLICE BY FLEEING ON FOOT,VEIRS MILL RD/EAST AVE,39.0584566666667,-77.04797,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,CHEVROLET,BLAZER,BLACK,Citation,21-904(b2),Transportation Article,false,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0584566666667, -77.04797)"
2014-02-15,23:10:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GEORGIA AVE AT WAYNE AVE,38.9898833333333,-77.0245066666667,false,false,false,true,false,false,false,false,false,false,MD,02 - Automobile,1993,NISSAN,SENTRA,TAN,Citation,16-101(a),Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(38.9898833333333, -77.0245066666667)"
2013-10-01,17:40:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,MIDDLEBROOK RD/270 RAMP,39.1778383333333,-77.2428333333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2013,HONDA,4DR,SILVER,Citation,21-801.1,Transportation Article,false,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1778383333333, -77.2428333333333)"
2015-02-26,20:25:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 74 MPH IN A POSTED 55 MPH ZONE,SB I270/CLARKSBURG RD,39.237515,-77.289925,false,false,false,false,false,false,false,false,false,false,PA,05 - Light Duty Truck,2006,DODGE,TRUCK,"BLUE, LIGHT",Citation,21-801.1,Transportation Article,false,WHITE,M,MECHANICSBURG,PA,PA,A - Marked Patrol,"(39.237515, -77.289925)"
2014-04-23,01:31:00,MCP,"5th district, Germantown",DRIVING WHILE IMPAIRED BY ALCOHOL,WATERS LANDING @ SHADYSIDE WAY,39.18447,-77.2628983333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2004,NISSAN,350 Z 2 DOOR,SILVER,Citation,21-902(b1),Transportation Article,false,WHITE,M,HAYMARKET,VA,VA,A - Marked Patrol,"(39.18447, -77.2628983333333)"
2015-05-21,22:45:00,MCP,"3rd district, Silver Spring","LEAVING UNATTENDED VEH. W/O STOPPING ENGINE, LOCKING IGNITION, REMOVING KEY & SETTING BRAKE",753 SILVER SPRING AVE,38.9918533333333,-77.0212433333333,false,false,false,false,false,false,false,false,false,false,NY,02 - Automobile,2003,LNDR,SUV,GREEN,Citation,21-1101(a),Transportation Article,false,ASIAN,M,FLUSHING,NY,NY,A - Marked Patrol,"(38.9918533333333, -77.0212433333333)"
2014-11-10,13:15:00,MCP,"3rd district, Silver Spring",POSSESSING SUSPENDED LIC.,NEW HAMPSHIRE AVE / ROSEMERE AVE,39.07084,-77.003255,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,NISS,4S,BLACK,Citation,16-301(j),Transportation Article,false,HISPANIC,F,COLLEGE PARK,MD,MD,Q - Marked Laser,"(39.07084, -77.003255)"
2013-02-20,23:32:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",BRIGGS CHANEY RD / CASTLE BLVD,39.0815912666667,-76.94524795,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,CHEVY,IMPALA  LT,SILVER,Citation,16-303(h),Transportation Article,false,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0815912666667, -76.94524795)"
2013-02-18,04:29:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NEW HAMPSHIRE @ LOCKWOOD DRIVE,39.06806355,-77.1616696833333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2004,INFI,4S,SILVER,Citation,16-112(c),Transportation Article,false,BLACK,M,WASHINGTON,DC,MD,A - Marked Patrol,"(39.06806355, -77.1616696833333)"
2014-12-09,16:07:00,MCP,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,CENTURY BLVD AND MIDDLEBROOK DR,39.1801133333333,-77.2690833333333,false,false,false,false,false,false,false,false,false,false,TN,02 - Automobile,2014,JEEP,COMPASS,WHITE,Citation,16-101(a),Transportation Article,false,BLACK,M,DAMASCUS,MD,MD,A - Marked Patrol,"(39.1801133333333, -77.2690833333333)"
2014-03-02,00:36:00,MCP,"4th district, Wheaton",FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.,11250 VEIRS MILL ROAD,39.0401133333333,-77.0563783333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1997,SUBRARU,IMPREZA,BLUE,Citation,22-203(b),Transportation Article,false,HISPANIC,M,ROCKVILLE,MD,XX,A - Marked Patrol,"(39.0401133333333, -77.0563783333333)"
